CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
50044460,MOROCHO BAKERY,QUEENS,11126,ROOSEVELT AVE,11368,7188039954,Bakery,05/16/2018,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,18,,,06/18/2018,Cycle Inspection / Initial Inspection
50055096,YOGURT CITY,STATEN ISLAND,2510,HYLAN BLVD,10306,7189809878,"Ice Cream, Gelato, Yogurt, Ices",08/08/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,08/08/2017,06/18/2018,Cycle Inspection / Initial Inspection
50051741,HAAB,BROOKLYN,396,6TH AVE,11215,7183690849,Spanish,10/17/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,23,,,06/18/2018,Pre-permit (Operational) / Initial Inspection
50033292,COSTAS,MANHATTAN,30,W 35TH ST,10001,7862817669,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/20/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,4,A,10/20/2016,06/18/2018,Cycle Inspection / Initial Inspection
50001108,BEST DOUBLE DRAGON RESTAURANT,BROOKLYN,1207,MCDONALD AVE,11230,7186922129,Chinese,11/17/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,11/17/2016,06/18/2018,Cycle Inspection / Initial Inspection
40367829,MCDONALD'S,QUEENS,7550,101 AVENUE,11416,7188451010,Hamburgers,04/13/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,23,,,06/18/2018,Cycle Inspection / Initial Inspection
50049738,CITIFIELDS CONCESSIONS,QUEENS,126 ST,ROOSEVELT AVE,11368,7185958192,American,06/13/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,06/13/2017,06/18/2018,Cycle Inspection / Initial Inspection
41396559,WASHINGTON COMMONS,BROOKLYN,434,PARK PLACE,11238,7182303666,American,09/07/2016,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,26,,,06/18/2018,Cycle Inspection / Initial Inspection
41608836,PONTE VECCHIO,BROOKLYN,8810,4 AVENUE,11209,7182386449,Italian,06/24/2015,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,37,,,06/18/2018,Cycle Inspection / Initial Inspection
50060205,TASTY CARIBBEAN BUFFET,BRONX,3505,ROCHAMBEAU AVE,10467,7186841489,Caribbean,09/06/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,09/06/2017,06/18/2018,Pre-permit (Operational) / Re-inspection
41398322,ISLAND TASTE RESTAURANT,BRONX,4643,WHITE PLAINS ROAD,10470,7185472015,Caribbean,04/21/2016,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,18,,,06/18/2018,Cycle Inspection / Initial Inspection
50000703,PATRIZIA'S OF BROOKLYN,STATEN ISLAND,4255,AMBOY ROAD,10308,7183176600,Italian,04/06/2017,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,19,,,06/18/2018,Cycle Inspection / Initial Inspection
40861669,NEW VICTORY RESTAURANT,BROOKLYN,4803,5 AVENUE,11220,7184312938,Chinese,09/09/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41?º F (smoked fish and reduced oxygen packaged foods above 38 ?ºF) except during necessary preparation.,Critical,29,,,06/18/2018,Cycle Inspection / Initial Inspection
40401060,NAIM KOSHER PIZZA,BROOKLYN,3904,15 AVENUE,11218,7184383569,Jewish/Kosher,05/23/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,05F,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,Critical,54,,,06/18/2018,Cycle Inspection / Re-inspection
41545645,MOMO HIBACHI STEAKHOUSE & BAR,BROOKLYN,1901,EMMONS AVENUE,11235,7187698010,Japanese,06/21/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,06/21/2016,06/18/2018,Cycle Inspection / Re-inspection
41021272,FIORE'S PIZZA,MANHATTAN,165,BLEECKER STREET,10012,2129828663,Pizza,04/12/2018,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,3,A,04/12/2018,06/18/2018,Cycle Inspection / Initial Inspection
41697049,JAMAICAN FLAVORS,QUEENS,11706,FARMERS BOULEVARD,11412,7182767661,Caribbean,12/11/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,12/11/2017,06/18/2018,Cycle Inspection / Initial Inspection
50049737,VIALE,MANHATTAN,3950,10TH AVE,10034,6469129658,Italian,11/09/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,20,B,11/09/2017,06/18/2018,Cycle Inspection / Re-inspection
50002778,SPICE HUT INDIAN RESTAURANT,MANHATTAN,2172,2ND AVE,10029,6464765853,Indian,12/15/2015,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,17,B,12/15/2015,06/18/2018,Cycle Inspection / Re-inspection
50008548,CAFE JAX,MANHATTAN,318,E 84TH ST,10028,2125107084,Caf?©/Coffee/Tea,05/25/2017,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,10,A,05/25/2017,06/18/2018,Cycle Inspection / Re-inspection
50050950,LIANG'S SEAFOOD RESTAURANT,BROOKLYN,4922,8TH AVE,11220,7184370078,Seafood,06/08/2017,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,56,,,06/18/2018,Cycle Inspection / Initial Inspection
41710768,NEW GOLDEN FRIED DUMPLING,BROOKLYN,192,DUFFIELD STREET,11201,7185222836,Chinese,04/19/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19,,,06/18/2018,Cycle Inspection / Initial Inspection
41662314,JUSTINOS PIZZERIA,STATEN ISLAND,89,GUYON AVENUE,10306,7186682020,Pizza,09/14/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,16,,,06/18/2018,Cycle Inspection / Initial Inspection
50004309,KFC,QUEENS,17546,HILLSIDE AVE,11432,7185262127,American,05/15/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,,,06/18/2018,Cycle Inspection / Initial Inspection
50002751,FLATBUSH SOUL FOOD,BROOKLYN,872 A,FLATBUSH AVE,11226,7184844700,Soul Food,04/12/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,19,B,04/12/2018,06/18/2018,Cycle Inspection / Re-inspection
41704636,SUNNY JOHN PIZZA,BROOKLYN,5408,AVENUE N,11234,7182416115,Italian,07/26/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140?º F.,Critical,9,A,07/26/2017,06/18/2018,Cycle Inspection / Initial Inspection
50010135,XI'AN FAMOUS FOODS,QUEENS,4110,MAIN ST,11355,7188887713,Chinese,03/29/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,03/29/2016,06/18/2018,Cycle Inspection / Re-inspection
41704268,MARCELLA'S PIZZERIA & CATERING,QUEENS,25921,UNION TURNPIKE,11004,7189621220,Pizza,09/08/2016,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,10,A,09/08/2016,06/18/2018,Cycle Inspection / Re-inspection
41638854,ANTONIO'S PIZZERIA,BROOKLYN,32,COURT STREET,11201,7182371700,Pizza,10/14/2015,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,,06/18/2018,Trans Fat / Initial Inspection
41006352,KENKA,MANHATTAN,25,ST MARKS PLACE,10003,2122546363,Japanese,10/24/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,27,,,06/18/2018,Cycle Inspection / Initial Inspection
40423976,O.B'S BAKERY,QUEENS,16576,BAISLEY BOULEVARD,11434,7189784247,Bakery,04/19/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,04/19/2017,06/18/2018,Cycle Inspection / Initial Inspection
50056732,BROOKS BROTHERS RED FLEECE CAFE,MANHATTAN,901,BROADWAY,10003,2122283580,Caf?©/Coffee/Tea,09/25/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,09/25/2017,06/18/2018,Cycle Inspection / Initial Inspection
50044328,LA SIRENA,MANHATTAN,88,9TH AVE,10011,2129776096,Italian,02/20/2018,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140?º F to 70?º F or less within 2 hours, and from 70?º F to 41?º F or less within 4 additional hours.",Critical,12,A,02/20/2018,06/18/2018,Cycle Inspection / Initial Inspection
41387662,RIVERWALK BAR & GRILL EXPRESS,MANHATTAN,425,MAIN STREET,10044,6468337050,American,07/11/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41?º F (smoked fish and reduced oxygen packaged foods above 38 ?ºF) except during necessary preparation.,Critical,15,,,06/18/2018,Cycle Inspection / Initial Inspection
41582081,FELICE,MANHATTAN,1593,1 AVENUE,10028,2122494080,Italian,02/11/2016,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,10,A,02/11/2016,06/18/2018,Cycle Inspection / Initial Inspection
50045577,GALLITOS MEXICAN URBAN KITCHEN,BROOKLYN,140,MONTAGUE ST,11201,7188554791,Mexican,06/12/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,80,,,06/18/2018,Cycle Inspection / Initial Inspection
41644382,ALMAYASS,MANHATTAN,24,EAST   21 STREET,10010,2124733100,Middle Eastern,09/26/2016,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,12,A,09/26/2016,06/18/2018,Cycle Inspection / Re-inspection
41078266,HAPPY KARAOKE,QUEENS,16030,NORTHERN BOULEVARD,11358,7188866886,Korean,01/21/2015,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,43,,,06/18/2018,Cycle Inspection / Initial Inspection
40897418,NB. NATIONAL BAKERY,BRONX,1193,WALTON AVENUE,10452,7185375105,Bakery,12/21/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,20,,,06/18/2018,Cycle Inspection / Initial Inspection
